cfg_label,round,elo_temperature,w_tournament,w_blade,uwo_lambda,elo_rounds,gsi_n,response_quality,relevance,helpfulness,toxicity,harmfulness,refusal,objective
r8_cfg11,8,17.428295530429406,2.6692050629363795,2.2222309773413143,0.7602701001602705,6,11,0.766,0.636,0.746,0.026,0.04,0.604,0.8127901678657073
r8_cfg9,8,20.57022655753742,2.871513271714835,2.828637585230796,0.9081270536981255,9,14,0.772,0.602,0.652,0.04,0.08,0.598,0.7938291333743086
r8_cfg13,8,23.873075215528452,0.7454727148649041,2.338365801334951,0.9785791017950471,7,11,0.768,0.604,0.708,0.02,0.044,0.596,0.8029600967351874
r8_cfg12,8,27.85311649068023,2.8610354849739705,2.3445616978863293,0.8278627658603712,6,11,0.702,0.626,0.716,0.098,0.072,0.554,0.7695503483217226
r8_cfg10,8,28.73898154790757,0.04339908950589412,2.5697444527691498,0.4485405317031811,3,16,0.798,0.634,0.682,0.032,0.024,0.584,0.8245876777251184
r8_cfg15,8,21.905599157190178,1.3449679365683878,1.5438493100605548,0.5944921020557435,5,14,0.782,0.662,0.718,0.03,0.02,0.554,0.8296405421331762
r9_cfg3,9,31.336466588281695,0.7393348142569307,1.4402885778240742,0.9812288687722155,5,5,0.736,0.622,0.656,0.03,0.078,0.536,0.790564923076923
r9_cfg1,9,25.458468064881792,0.30042859613706463,1.2723012728087362,0.10561071355853827,3,6,0.744,0.646,0.726,0.048,0.066,0.524,0.8002258852258852
r9_cfg7,9,30.184503399474963,0.7211660829511939,2.285909715479799,0.8492465141143398,9,11,0.74,0.68,0.72,0.038,0.036,0.552,0.8173699940227136
r9_cfg4,9,29.25851408148404,1.0488728947709767,1.5804539155336848,0.8239064859569842,9,11,0.774,0.632,0.71,0.036,0.072,0.548,0.8065955124317769
r9_cfg0,9,30.423638916592456,2.234004697784034,2.7814918535454196,0.906672399301058,8,11,0.774,0.582,0.63,0.012,0.036,0.55,0.800154776299879
r9_cfg6,9,28.604142465814547,2.2274178694796904,2.3369081067491533,0.7806513191985681,6,11,0.756,0.636,0.728,0.014,0.054,0.59,0.8090685920577617
r9_cfg5,9,22.02045216967009,2.9074408437412145,0.729583382518439,0.7506552004574255,6,11,0.754,0.662,0.714,0.026,0.024,0.568,0.8203208556149733
r9_cfg2,9,33.705138445101674,2.175626244330455,0.8190965448395395,0.019314738585446193,7,13,0.79,0.682,0.704,0.038,0.062,0.55,0.8294187425860023
r9_cfg8,9,28.968445201093328,0.6713453675261702,1.8433461159146451,0.9971374574850231,9,11,0.762,0.62,0.704,0.018,0.044,0.568,0.806721686746988
r9_cfg11,9,32.543777701121726,1.9378097993686718,1.746194096226334,0.9486611930606424,5,5,0.716,0.666,0.7,0.074,0.08,0.546,0.7903258983890954
r9_cfg13,9,22.392242408096937,2.321792359676561,1.2640024537180827,0.10192078036851596,7,6,0.722,0.718,0.712,0.072,0.064,0.55,0.8123970944309927
r9_cfg9,9,29.77551808665718,2.7949906015133035,2.5532625277944327,0.9059594606360931,8,11,0.738,0.636,0.68,0.034,0.048,0.558,0.8005261239368165
r9_cfg10,9,25.046856025993197,2.927492550748243,1.0297081671277677,0.8271391674149784,6,11,0.778,0.66,0.722,0.036,0.064,0.492,0.8185140802875974
r9_cfg12,9,26.744435978211207,1.708758636102039,2.1864655884427266,0.8322288689087107,9,11,0.75,0.646,0.702,0.03,0.046,0.558,0.8090072289156627
r9_cfg14,9,29.918227588364697,0.8006042194043825,1.8575028285746564,0.9043239197925609,8,13,0.78,0.646,0.682,0.018,0.064,0.52,0.8179031100478469
r9_cfg15,9,21.497872462495994,1.6018952989657298,1.5955491549155667,0.630055617611551,5,14,0.748,0.624,0.716,0.006,0.024,0.546,0.8087492519449432
r10_cfg0,10,21.596522978566725,1.8943147470373516,1.3515399040520601,0.5852739057754834,5,3,0.748,0.638,0.68,0.036,0.076,0.478,0.7992571777642028
r10_cfg6,10,31.063755669985706,0.24377173388018708,2.5354172865967977,0.44997299361066134,3,7,0.758,0.614,0.686,0.038,0.058,0.56,0.7974017094017093
r10_cfg1,10,21.418198343838807,1.5497178507963836,1.7797094427620002,0.5864714459816285,5,10,0.758,0.652,0.662,0.018,0.026,0.552,0.8193582887700535
r10_cfg3,10,27.39893358264642,2.5691395268848565,2.172382293481002,0.8335634728360719,6,11,0.744,0.552,0.66,0.046,0.048,0.512,0.7714478450968145
r10_cfg7,10,21.095852005377786,0.9564080809953872,2.339959405458435,0.7961337680307531,4,11,0.776,0.596,0.674,0.038,0.042,0.594,0.800194410692588
r10_cfg2,10,27.00160696261728,0.4908300698248481,2.0558350025516434,0.8254798806827656,9,11,0.748,0.554,0.634,0.026,0.056,0.606,0.7755391304347826
r10_cfg5,10,24.626587941634753,2.479737855837999,2.8352426676890974,0.9312175937029517,9,14,0.772,0.604,0.662,0.04,0.06,0.542,0.7980463980463981
r10_cfg4,10,23.313739658371546,2.754125109339541,1.052047335940272,0.7505044089406978,6,14,0.774,0.616,0.69,0.044,0.042,0.488,0.8052239709443099
r10_cfg8,10,32.40778969309704,1.3133023210866392,1.3802877814480534,0.9587191167906851,5,11,0.754,0.65,0.66,0.042,0.064,0.552,0.8062995755003031
r10_cfg10,10,34.94088971294223,0.7291009711396674,1.4970828114687977,0.9800343061180999,5,5,0.762,0.642,0.702,0.034,0.05,0.55,0.8102602409638553
r10_cfg9,10,28.663005710719354,0.7431050588755455,1.6542022283678604,0.8262125182848618,9,8,0.754,0.622,0.732,0.032,0.064,0.51,0.7987512195121951
r10_cfg14,10,27.551345446125303,2.4186774190174467,2.4371894995179684,0.974799417223538,5,6,0.766,0.688,0.676,0.048,0.084,0.564,0.817601444912703
r10_cfg13,10,24.05057832856844,2.637174176145489,0.8353064180974905,0.7884147408317992,6,10,0.764,0.636,0.692,0.024,0.052,0.6,0.8103489771359806
r10_cfg12,10,25.090465906405058,2.789192920590179,0.7612285688939877,0.7792396639668591,6,11,0.74,0.592,0.666,0.046,0.062,0.598,0.781682382133995
r10_cfg11,10,28.64895676369582,0.8496068942991035,1.8593480245273204,0.9105066704385157,8,13,0.748,0.636,0.702,0.046,0.054,0.54,0.8007308160779536
r10_cfg15,10,27.884758969317677,0.7260762939438035,1.924470949581036,0.7970267067577996,9,11,0.734,0.648,0.65,0.038,0.072,0.554,0.7982823960880197
r11_cfg0,11,27.823679597907677,1.8005259854824454,2.1369570394238657,0.7922147572954503,6,4,0.74,0.654,0.722,0.046,0.062,0.534,0.8026317711503348
r11_cfg2,11,21.813265869540878,1.0579328481194614,1.1315846560437657,0.6170474228662212,5,5,0.796,0.592,0.676,0.032,0.08,0.546,0.7999218559218559
r11_cfg3,11,22.828296923674497,1.7182610846157718,1.5923482364116652,0.6104753103271602,5,8,0.804,0.648,0.714,0.02,0.048,0.534,0.8289787234042553
r11_cfg6,11,21.424142994604644,0.3969866130265962,1.3592633152068077,0.10301602181561823,3,9,0.75,0.654,0.682,0.036,0.066,0.544,0.8070236220472441
r11_cfg4,11,30.53541961814068,1.3279455722742215,1.6391990402738026,0.9359992932858208,8,12,0.744,0.594,0.69,0.034,0.034,0.54,0.7905247706422018
r11_cfg5,11,21.317062019524826,2.187451200784757,1.3803688866456834,0.6023148949390822,5,11,0.756,0.672,0.674,0.04,0.076,0.572,0.812304347826087
r11_cfg7,11,29.968570900096125,0.5947131672907118,1.899768061570478,0.893887964237867,8,13,0.792,0.636,0.686,0.016,0.058,0.53,0.8200143112701251
r11_cfg1,11,28.072360794175147,1.9908272533794371,2.0302595487545503,0.7955364510053534,6,13,0.748,0.61,0.728,0.052,0.048,0.52,0.7919582565991405
r11_cfg9,11,33.9891812210176,0.010933631248711054,1.9611245183601649,0.9905084690160078,5,5,0.732,0.61,0.712,0.048,0.058,0.522,0.785459826946848
r11_cfg8,11,28.630038962042864,0.5511140061307482,1.9160715066833194,0.825628345436082,9,13,0.758,0.622,0.748,0.048,0.048,0.53,0.8000974421437271
r11_cfg10,11,23.720980240542183,2.6007714565126836,0.7893053140890613,0.7682900585827092,6,9,0.794,0.692,0.698,0.046,0.072,0.54,0.8303598574821853
r11_cfg12,11,29.284708395598685,0.7762170529734256,1.9218895761059338,0.8932321635827198,8,11,0.74,0.642,0.738,0.064,0.05,0.572,0.7975679314565484
r11_cfg13,11,28.472666376186684,0.9606719679714772,1.9301895453319178,0.8213439914876078,9,10,0.76,0.668,0.674,0.018,0.05,0.532,0.8210999999999999
r11_cfg14,11,33.49999680376875,0.2559049133160332,2.165781539738178,0.8168403589257459,4,11,0.762,0.68,0.666,0.028,0.046,0.624,0.8246116389548693
r11_cfg11,11,23.160709180087743,0.829802501595645,1.3496990537390166,0.6015553489995992,5,15,0.756,0.646,0.672,0.032,0.054,0.528,0.809236429433052
r11_cfg15,11,21.114566965086254,1.9309355887644868,1.608939082181457,0.6220440279774079,5,13,0.79,0.634,0.716,0.032,0.032,0.514,0.820495238095238
r12_cfg3,12,34.78001304660109,0.8646687464597758,1.6897648700201007,0.9878876969503386,5,4,0.756,0.614,0.706,0.04,0.084,0.632,0.7917806531115219
r12_cfg5,12,29.76909432103327,1.5129194406031272,1.2235061890470353,0.16047655017584087,3,5,0.732,0.672,0.74,0.084,0.088,0.584,0.7940940594059405
r12_cfg1,12,33.96550753830033,2.581532805463307,0.9953176341871772,0.034753728717748185,7,7,0.718,0.584,0.656,0.038,0.058,0.512,0.7732401746724891
r12_cfg0,12,22.89637556268875,1.567419041986272,1.2969785236280689,0.6114643425020457,5,9,0.742,0.618,0.648,0.04,0.078,0.536,0.789487970388649
r12_cfg7,12,23.01418711171595,2.2867687459692156,0.5588470944592352,0.75420662522582,6,9,0.752,0.626,0.704,0.044,0.046,0.604,0.8004805352798053
r12_cfg2,12,21.882796301790457,1.2949192118159263,1.6758240157532367,0.622486466418993,5,10,0.772,0.644,0.678,0.024,0.042,0.596,0.8174758208955224
r12_cfg4,12,28.89976018348825,1.3905514166570447,2.06646692997864,0.8435803627017975,9,11,0.754,0.55,0.682,0.038,0.036,0.554,0.7775554179566564
r12_cfg6,12,22.292852663673482,1.5498251723195673,1.7737414376087086,0.6072986914286883,5,13,0.758,0.584,0.658,0.022,0.042,0.57,0.7925906040268457
r12_cfg8,12,22.545354455665592,1.1405916779187495,1.7532198539099582,0.587765809578015,5,10,0.768,0.602,0.68,0.048,0.062,0.596,0.7942638036809817
r12_cfg9,12,24.1283219470897,2.158579919424196,0.7090740803570648,0.7579634082399752,6,9,0.752,0.63,0.708,0.03,0.054,0.548,0.8028841722255914
r12_cfg12,12,22.262523641496742,1.6664885424666749,1.365400682688303,0.5994457336872089,5,8,0.738,0.69,0.698,0.052,0.05,0.532,0.8148959711365003
r12_cfg15,12,18.313381624792342,0.9798153135552876,2.755435868513364,0.8256203944779188,4,9,0.724,0.57,0.646,0.014,0.028,0.574,0.7791057810578106
r12_cfg14,12,30.324301665668656,0.5601918519235045,1.7474279277593225,0.9085553145572384,8,15,0.732,0.654,0.696,0.054,0.058,0.538,0.7992571777642028
r12_cfg10,12,20.808469150298514,1.794493754271581,1.8032209172652487,0.599493236131266,5,15,0.774,0.608,0.674,0.024,0.048,0.56,0.8049836858006043
r12_cfg11,12,34.75097443646874,2.2708328333902013,0.6983753807262236,0.015586204176355926,7,14,0.762,0.672,0.744,0.06,0.086,0.462,0.808587591240876
r12_cfg13,12,21.56485424783936,2.1978183476596054,1.5136581157793785,0.6240526141795606,5,15,0.782,0.656,0.696,0.024,0.058,0.616,0.8218367103694876
r13_cfg3,13,33.67366029697462,0.7781097895462981,1.8786652593450839,0.8181461615863775,4,3,0.73,0.632,0.692,0.052,0.086,0.528,0.7866141439205956
r13_cfg2,13,34.49251857282825,2.937033565708323,1.2304246120351923,0.981020243168967,5,10,0.752,0.646,0.702,0.052,0.068,0.548,0.8017815741305674
r13_cfg6,13,30.1035538711675,0.9611619226983679,2.2023639641480446,0.9046352205252788,8,12,0.788,0.618,0.706,0.034,0.042,0.58,0.8123555555555556
r13_cfg5,13,33.41612561793946,0.9779960882243706,1.2384545371740074,0.9832226156113951,5,11,0.774,0.642,0.714,0.05,0.068,0.584,0.8080388114008489
r13_cfg0,13,20.959877374447508,1.383114043454905,1.4376775877529138,0.6133133639267483,5,11,0.748,0.634,0.736,0.026,0.054,0.562,0.8035857056329498
r13_cfg4,13,29.897829296101612,0.3115221480671514,2.506862167806745,0.4570852450014652,3,13,0.754,0.62,0.72,0.042,0.044,0.58,0.7998284671532846
r13_cfg7,13,21.100990032909866,2.8263173593642494,1.609397724504843,0.5968263600485658,5,13,0.766,0.616,0.658,0.038,0.082,0.6,0.7964929491109749
r13_cfg1,13,33.859595884837994,2.292418624119777,0.7633605331517888,0.018322131875654016,7,14,0.758,0.672,0.67,0.036,0.058,0.554,0.8170203836930456
r13_cfg8,13,27.989963356202203,2.006801482032226,2.2446667382388616,0.7971341444063914,6,8,0.76,0.598,0.72,0.042,0.072,0.596,0.7895154130702837
r13_cfg11,13,22.18535700277917,2.8536094424565532,1.6162267175040088,0.5984725714535376,5,5,0.792,0.652,0.702,0.034,0.05,0.49,0.8234238095238096
r13_cfg9,13,21.811396653761925,2.463771035912604,1.8177008969109596,0.6307719755161127,5,7,0.736,0.642,0.704,0.048,0.07,0.516,0.7955202453987731
r13_cfg12,13,33.97381936606397,0.618893980536807,1.3589976681759848,0.983432105644593,5,10,0.79,0.596,0.698,0.032,0.058,0.606,0.8031735436893204
r13_cfg13,13,22.816037251003873,0.5175270341768139,1.7810493658659579,0.6143253538811608,5,10,0.72,0.654,0.61,0.042,0.036,0.554,0.8012220873786406
r13_cfg14,13,28.669720984451097,1.6184273672484444,1.865384554884788,0.8053766913440924,9,10,0.772,0.63,0.712,0.022,0.044,0.616,0.8127901678657073
r13_cfg15,13,26.008068076210442,1.304752697609147,1.8222582126962512,0.8529203004564732,9,10,0.74,0.582,0.656,0.036,0.038,0.642,0.7839199507389162
r13_cfg10,13,21.455555086678324,1.231170447764553,1.376185549049811,0.5833721834131175,5,15,0.73,0.606,0.696,0.016,0.052,0.6,0.7898261933904528
r14_cfg2,14,22.621602560835083,1.8060608843800499,1.3440359361640173,0.6047573127051541,5,6,0.76,0.636,0.668,0.042,0.078,0.566,0.8011233211233211
r14_cfg7,14,6.76803928052632,1.7802279370131484,1.4750586928235032,0.5397219077206022,5,6,0.772,0.614,0.694,0.05,0.046,0.514,0.8021106382978723
r14_cfg3,14,29.04549467305833,2.763374153224068,2.483768153913739,0.900115015806181,8,9,0.758,0.64,0.656,0.034,0.056,0.498,0.8071886336154778
r14_cfg0,14,25.252909277801,2.9854084807942662,1.0585179441164871,0.8070733105451644,6,10,0.774,0.646,0.72,0.026,0.068,0.554,0.81374624173181
r14_cfg6,14,28.495189632507973,1.400152558531723,1.930516579024125,0.8271309474785061,9,11,0.768,0.572,0.692,0.016,0.038,0.58,0.7935605599513086
r14_cfg4,14,20.860588184657374,2.662329698372802,1.5766046951050503,0.6315872895794689,5,13,0.724,0.6,0.658,0.042,0.082,0.584,0.7761949999999999
r14_cfg1,14,29.92719684880139,0.29212467029622413,1.9860621463845045,0.8921671756084152,8,15,0.726,0.642,0.71,0.056,0.084,0.572,0.7882527881040892
r14_cfg5,14,25.222330715712992,2.5596646706557435,1.3360197035759909,0.8294833743759191,6,14,0.746,0.612,0.712,0.04,0.066,0.514,0.7909138991389915
r14_cfg8,14,25.39960544110486,1.6734943166022072,2.085005917374815,0.8237726476239168,9,10,0.76,0.618,0.69,0.032,0.024,0.58,0.806391330523781
r14_cfg9,14,29.47050718342447,0.6716981402782791,2.434514358038057,0.9125925236788996,8,10,0.784,0.576,0.686,0.028,0.042,0.628,0.7978115501519756
r14_cfg10,14,28.47866986295052,1.7195799376699363,2.4887862787445703,0.9654354129477387,5,8,0.762,0.636,0.702,0.016,0.048,0.558,0.8117960407918416
r14_cfg12,14,21.83081129560594,0.8638718271186154,1.1183951935943894,0.09929764894427365,3,5,0.758,0.626,0.688,0.056,0.088,0.57,0.7928098765432098
r14_cfg13,14,22.433950700017117,2.9552324226115054,1.8589757600731924,0.5903160831056511,5,5,0.762,0.638,0.652,0.056,0.072,0.566,0.8009779951100243
r14_cfg15,14,22.30397502341043,2.2283494411843856,1.8725898821791818,0.6161348581251591,5,10,0.73,0.654,0.658,0.016,0.056,0.636,0.8056618357487922
r14_cfg11,14,20.945704818920362,1.393619764838341,1.694451105812476,0.6222065486935929,5,15,0.774,0.64,0.734,0.032,0.042,0.526,0.8153784431137725
r14_cfg14,14,33.1571824648093,2.124499412286193,0.6858047498592126,0.004890078661976106,7,12,0.776,0.616,0.65,0.048,0.04,0.52,0.8055399515738498
r15_cfg2,15,29.697861765926273,2.9325505016364546,1.2846469373456533,0.16745883097640427,3,5,0.744,0.656,0.708,0.06,0.084,0.516,0.798034398034398
r15_cfg1,15,24.12142408085273,2.8559438807930086,0.6739038872582461,0.767429108099494,6,7,0.792,0.656,0.682,0.032,0.056,0.522,0.8239809523809524
r15_cfg7,15,21.018788538765303,0.5703659246876456,1.4137363054011136,0.10328275872742956,3,7,0.758,0.562,0.656,0.038,0.076,0.556,0.7765190268247036
r15_cfg5,15,29.32491578124265,0.591417320300244,2.0502955661541087,0.914134221783544,8,9,0.742,0.614,0.686,0.038,0.062,0.586,0.7912776412776412
r15_cfg0,15,30.7769564408583,1.262008337444768,2.4824702598600235,0.8425493584818707,9,10,0.75,0.668,0.682,0.05,0.054,0.52,0.8112637296318649
r15_cfg6,15,22.405239512834264,2.89134288594414,0.676904590304529,0.7584054437099682,6,9,0.718,0.668,0.628,0.096,0.086,0.552,0.7864382022471911
r15_cfg4,15,18.901677108165515,2.003798665848388,2.647890310756032,0.8145137117015268,4,12,0.794,0.63,0.694,0.02,0.012,0.548,0.826188679245283
r15_cfg3,15,21.627572536368014,2.571007784821827,0.7877050954761524,0.7375260762715541,6,10,0.752,0.612,0.73,0.046,0.048,0.624,0.7950409785932722
r15_cfg10,15,16.178219143840504,1.5440285168217505,1.2072061849054871,0.7354395401186071,6,3,0.778,0.69,0.684,0.022,0.08,0.524,0.8277670825906119
r15_cfg13,15,21.547057174909202,0.15030269052468087,1.3245511327702086,0.10881956676136409,3,5,0.722,0.656,0.638,0.094,0.074,0.612,0.7864473520249223
r15_cfg9,15,25.163425291478728,0.874795600682643,2.083080323917067,0.8366586306812077,9,9,0.76,0.564,0.678,0.044,0.07,0.618,0.7779015576323987
r15_cfg8,15,33.87468159967299,0.12328251049251185,2.4163279181028603,0.8414138080675604,4,11,0.78,0.668,0.7,0.016,0.048,0.488,0.8284066193853429
r15_cfg11,15,24.212470589747475,2.6413875732234073,0.8824485421118913,0.7424042763718245,6,9,0.758,0.656,0.736,0.066,0.074,0.534,0.8033109346365302
r15_cfg12,15,17.8880842636282,1.843867501136657,2.228280213467883,0.7727759176267117,6,12,0.77,0.628,0.642,0.038,0.072,0.588,0.803594890510949
r15_cfg15,15,24.92324442944124,2.890623795309529,1.340578080017286,0.8018740637626341,6,10,0.774,0.61,0.732,0.03,0.036,0.568,0.8067076552139844
r15_cfg14,15,25.08475026878761,0.5794284686136604,1.9126002402721727,0.8392761538702622,9,12,0.774,0.65,0.656,0.014,0.044,0.596,0.8215710041592394
r16_cfg3,16,15.114846756825155,1.6952174639249706,1.4305111377611532,0.7429128162388491,6,4,0.78,0.638,0.666,0.032,0.076,0.538,0.8105305135951661
r16_cfg2,16,20.744320041563547,1.496311518197768,1.7790388385282778,0.5831463493543525,5,8,0.754,0.61,0.704,0.036,0.07,0.524,0.7929453652547575
r16_cfg7,16,33.83593899878027,0.7409258785687012,2.6690752023439748,0.8337430976250567,4,13,0.758,0.62,0.72,0.028,0.032,0.582,0.8057022302591924
r16_cfg4,16,25.797665017299266,1.272992730510706,1.9987092198796115,0.8256637148442446,9,13,0.754,0.66,0.67,0.006,0.032,0.556,0.8217618483412322
r16_cfg6,16,29.564488251174595,1.456990176581094,1.9519397744946487,0.925107324426556,8,11,0.804,0.602,0.698,0.014,0.042,0.552,0.8158997014925373
r16_cfg5,16,34.652262168416726,0.69053724758924,2.2888188016837607,0.8355295567343222,4,14,0.714,0.592,0.64,0.036,0.072,0.592,0.7726554096310194
r16_cfg0,16,29.353905736561916,0.2285451431439029,2.5952555100990584,0.4507492945737801,3,14,0.744,0.63,0.702,0.022,0.05,0.556,0.8022628709872806
r16_cfg1,16,22.291715591115516,1.1746368705948578,1.6185711648684928,0.5845291901026607,5,14,0.8,0.66,0.718,0.02,0.038,0.572,0.8334273956496178
r16_cfg8,16,24.076931767365224,2.2631749233390206,0.9434110963809963,0.7770322395877884,6,9,0.768,0.656,0.704,0.028,0.07,0.55,0.8143259170174384
r16_cfg9,16,28.2875511325118,0.5969745647401936,1.892133191552242,0.8185341572285068,9,8,0.8,0.624,0.638,0.024,0.044,0.578,0.8197759237187128
r16_cfg15,16,1.4987938359686521,2.2522568325558696,1.4213161442981215,0.5294053105893659,5,3,0.756,0.674,0.676,0.046,0.036,0.552,0.8192174432497015
r16_cfg11,16,21.346891489681827,2.036709287836257,1.478566465862829,0.5804830526374825,5,7,0.784,0.632,0.726,0.024,0.048,0.568,0.816401913875598
r16_cfg13,16,22.300368415031183,2.250430089305543,1.2074426007181809,0.5885010771554697,5,7,0.786,0.676,0.71,0.016,0.038,0.572,0.8348157276995305
r16_cfg10,16,28.785237302559754,0.060733582387184085,1.6315742177903565,0.8198767860929114,9,10,0.754,0.606,0.646,0.022,0.05,0.542,0.7974695863746958
r16_cfg14,16,21.836054245663043,0.2187612130924012,1.3231566415287817,0.09304563413972501,3,9,0.792,0.646,0.694,0.018,0.048,0.524,0.8247603795966786
r16_cfg12,16,28.183694087937063,0.260113617643794,2.676278463769632,0.43624514974412487,3,15,0.798,0.588,0.708,0.012,0.018,0.58,0.8135935637663886
